User Id,Gender,Age,Estimated Salary,Purchased
9876545,Male,20,19000,0
2345677,Male,19,20000,0
3456788,Female,35,43000,0
4567898,Female,26,57000,0
87654567,Male,27,76000,0
4345654,Male,19,58000,0
567656,Female,27,84000,0
56756534,Female,27,150000,1
5676546,Male,32,33000,0
656787,Female,25,65000,0
6542567,Female,35,80000,0
7678876,Female,26,52000,0
6786224,Male,26,86000,0
4678976,Male,20,18000,0
5768900,Male,32,82000,0
983467,Male,18,80000,0
9786576,Male,29,25000,1
4867856,Male,47,26000,1
67897857,Male,45,28000,1
6878788,Female,46,29000,1
857462,Male,48,22000,1
243564,Female,45,49000,1
3545555,Male,47,41000,1
9876577,Female,48,22000,1
2345647,Male,45,23000,1
7213425,Male,46,20000,1
234676,Male,47,28000,1
45647686,Female,49,30000,1
7676345,Male,47,43000,0
456765,Male,29,18000,0
7653878,Male,31,74000,0
8768689,Female,31,137000,1
98765432,Female,27,16000,0
13456577,Female,21,44000,0
34675345,Male,28,90000,0
5476832,Male,27,27000,0
766854768,Female,35,28000,0
57678976,Male,33,49000,0
364795,Female,30,72000,0
7678675,Female,26,31000,0
5476853,Female,27,17000,0
89874865,Female,27,51000,0
7568799,Male,33,108000,0
9463545,Male,35,15000,0
5679807,Female,30,84000,0
879876845,Male,28,20000,0
6878798,Male,23,79000,0
9748666,Female,25,54000,0
6787655,Male,27,135000,1
7656789,Female,30,89000,0
8947123,Female,31,32000,0
3764589,Female,24,44000,0
5210973,Female,18,83000,0
6438217,Female,29,23000,0
2093856,Female,35,58000,0
7589642,Female,27,55000,0
1234567,Female,24,48000,0
9876543,Male,23,79000,0
4567890,Male,28,18000,0
8723415,Female,22,117000,0
5069872,Male,32,20000,0
1234567,Male,27,87000,0
7458923,Female,25,66000,0
9876321,Male,23,120000,1
2345678,Female,32,83000,0
8901234,Male,59,58000,0
4567890,Male,24,19000,0
6789012,Female,24,82000,0
3210987,Female,23,63000,0
5432109,Female,22,68000,0
8765432,Male,31,80000,0
1098765,Female,25,27000,0
9876543,Female,24,23000,0
8765098,Female,20,113000,0
2345888,Male,33,18000,0
9786543,Male,32,112000,1
9870654,Male,34,52000,0
4567899,Female,18,27000,0
9870123,Female,22,87000,0
5678901,Female,28,17000,0
8905671,Male,26,80000,0
8765019,Male,30,42000,0
3456789,Male,39,49000,0
2345679,Male,20,88000,0
5432987,Female,35,62000,0
9087612,Female,30,118000,1
9872305,Male,31,55000,0
6543098,Female,24,85000,0
8765430,Male,28,81000,0
5430127,Male,26,50000,0
8901273,Male,35,81000,0
9876541,Female,22,116000,0
8765431,Male,30,15000,0
5432789,Female,26,28000,0
9870125,Female,29,83000,0
3217654,Female,29,44000,0
9876540,Female,35,25000,0
9876510,Male,35,123000,1
1236789,Male,28,73000,0
8765439,Female,35,37000,0
9876501,Male,28,88000,0
9870561,Male,27,59000,0
6542109,Female,28,86000,0
9012876,Female,32,149000,1
3456781,Female,33,21000,0
8907541,Male,19,72000,0
7890561,Female,21,35000,0
7654321,Male,26,89000,0
8907543,Male,27,86000,0
8760432,Female,26,80000,0
5439876,Female,38,71000,0
6789054,Female,39,71000,0
1029384,Male,37,61000,0
7654329,Male,38,55000,0
9087654,Male,37,80000,0
1230987,Male,42,57000,0
7654320,Male,40,75000,0
9871234,Male,35,52000,0
2105436,Male,36,59000,0
6789123,Male,40,59000,0
4567809,Female,41,75000,0
9876549,Male,36,72000,0
9870987,Female,37,75000,0
6789456,Male,40,53000,0
5432709,Female,35,51000,0
1234509,Female,41,61000,0
2103498,Male,39,65000,0
5432769,Male,42,32000,0
9873456,Male,26,17000,0
5432901,Female,30,84000,0
5678123,Male,26,58000,0
4567892,Male,31,31000,0
9876542,Male,33,87000,0
7890321,Female,30,68000,0
9012874,Female,21,55000,0
1234056,Male,28,63000,0
6789015,Female,23,82000,0
7890124,Male,20,107000,1
5432187,Female,30,59000,0
3456123,Male,28,25000,0
9876546,Male,19,85000,0
8907634,Female,19,68000,0
9875634,Male,18,59000,0
5670987,Male,35,89000,0
9870345,Female,30,25000,0
5432190,Female,34,89000,0
9876502,Female,24,96000,1
7890562,Female,27,30000,0
2109786,Male,41,61000,0
3450987,Male,29,74000,0
8765434,Female,20,15000,0
9087216,Male,26,45000,0
4567891,Male,41,76000,0
9870653,Female,31,50000,0
7890563,Male,36,47000,0
4567029,Female,40,15000,0
8901236,Male,31,59000,0
7890564,Male,46,75000,0
5432189,Male,29,30000,0
9870321,Female,26,135000,1
9870126,Male,32,100000,1
8901276,Male,32,90000,0
7654890,Female,25,33000,0
2345098,Male,37,38000,0
8901275,Female,35,69000,0
5678902,Female,33,86000,0
5432908,Female,18,55000,0
7890125,Female,22,71000,0
8901235,Male,35,148000,1
5678903,Female,29,47000,0
9870324,Male,29,88000,0
2345670,Male,21,115000,0
7890126,Female,34,118000,0
9871236,Female,26,43000,0
7890324,Female,34,72000,0
5678904,Female,34,28000,0
3456782,Female,23,47000,0
9876545,Male,35,22000,0
5432108,Male,25,23000,0
7890325,Female,24,34000,0
9871237,Male,31,16000,0
7890326,Female,26,71000,0
9871238,Female,31,117000,1
5432780,Male,32,43000,0
5678905,Female,33,60000,0
8765436,Male,33,66000,0
7890127,Female,31,82000,0
8901279,Female,20,41000,0
9870342,Male,33,72000,0
8901280,Male,35,32000,0
9871239,Male,28,84000,0
8901281,Female,24,26000,0
9870343,Male,19,43000,0
8765435,Male,29,70000,0
8901282,Male,19,89000,0
9870344,Male,28,43000,0
9871230,Female,34,79000,0
8901283,Female,30,36000,0
5432197,Male,20,80000,0
9870347,Male,26,22000,0
7890128,Male,35,39000,0
8901284,Male,35,74000,0
9870348,Female,49,134000,1
8901285,Female,39,71000,0
7890129,Female,41,101000,1
9870349,Female,58,47000,0
8901286,Female,47,130000,1
7890130,Female,55,114000,0
9870350,Female,52,142000,1
8901287,Female,40,22000,0
7890131,Female,46,96000,1
9870351,Male,48,150000,1
8901288,Female,52,42000,0
7890132,Male,59,58000,0
9870352,Male,35,43000,0
8901289,Female,47,108000,1
7890133,Male,60,65000,0
9870353,Male,49,78000,0
8901290,Female,40,96000,0
7890134,Male,46,143000,1
9870354,Female,59,80000,0
8901291,Male,41,91000,1
7890135,Male,35,144000,1
9870355,Male,37,102000,1
8901292,Female,60,60000,0
7890136,Male,35,53000,0
9870356,Female,37,126000,1
8901293,Male,36,133000,1
7890137,Female,56,72000,0
9870357,Female,40,80000,1
8901294,Female,42,147000,1
7890138,Male,35,42000,0
9870358,Male,39,107000,1
8901295,Male,40,86000,1
7890139,Female,49,112000,0
9870359,Male,38,79000,1
8901296,Male,46,57000,0
7890140,Female,40,80000,0
9870360,Female,37,82000,0
8901297,Female,46,143000,1
7890141,Male,53,149000,1
9870361,Male,42,59000,0
8901298,Female,38,88000,1
7890142,Female,50,104000,1
9870362,Female,56,72000,0
8901299,Female,41,146000,1
7890143,Female,51,50000,0
9870363,Female,35,122000,1
8901300,Male,57,52000,0
7890144,Female,41,97000,1
9870364,Female,35,39000,0
8901301,Male,44,52000,0
7890145,Female,37,134000,1
9870365,Female,48,146000,1
8901302,Female,37,44000,0
7890146,Female,50,90000,1
9870366,Female,52,72000,0
8901303,Male,41,57000,0
7890147,Female,40,95000,1
9870367,Female,58,131000,1
8901304,Female,45,77000,0
7890148,Male,35,144000,1
9870368,Female,36,125000,1
8901305,Female,55,72000,0
7890149,Male,35,90000,1
9870369,Female,48,108000,1
8901306,Male,42,75000,0
7890150,Male,40,74000,0
9870370,Female,37,144000,1
8901307,Male,47,61000,0
7890151,Female,40,133000,0
9870371,Female,43,76000,1
8901308,Male,59,42000,1
7890152,Male,60,106000,1
9870372,Female,39,26000,1
8901309,Male,57,74000,1
7890153,Male,57,71000,0
9870373,Male,38,88000,1
8901310,Female,49,38000,1
7890154,Female,52,36000,1
9870374,Female,50,88000,1
8901311,Male,59,61000,0
7890155,Male,35,70000,1
9870375,Female,37,21000,1
8901312,Male,52,141000,0
7890156,Female,48,93000,1
9870376,Female,37,62000,0
8901313,Female,37,138000,1
7890157,Male,48,79000,0
9870377,Female,41,78000,1
8901314,Male,37,134000,1
7890158,Male,39,89000,1
9870378,Male,49,39000,1
8901315,Male,55,77000,0
7890159,Female,37,57000,0
9870379,Female,35,63000,0
8901316,Male,36,73000,1
7890160,Female,42,112000,1
9870380,Male,43,79000,0
8901317,Male,45,117000,1
7890161,Female,46,38000,1
9870381,Male,58,74000,1
8901318,Female,48,137000,1
7890162,Male,37,79000,1
9870382,Female,37,60000,0
8901319,Male,40,54000,0
7890163,Female,42,134000,0
9870383,Female,51,113000,1
8901320,Male,47,125000,1
7890164,Female,36,50000,0
9870384,Female,38,70000,0
8901321,Male,42,96000,1
7890164,Female,39,50000,0
8765432,Female,38,141000,1
2345678,Female,49,79000,0
1234567,Female,39,75000,1
7654321,Female,39,104000,1
9876543,Male,54,55000,0
2345678,Male,35,32000,1
8765432,Male,45,60000,0
5432109,Female,36,138000,1
8901234,Female,52,82000,1
2109876,Male,53,52000,0
9012345,Female,41,30000,1
5432678,Female,48,131000,1
7654329,Female,48,60000,0
9876541,Male,41,72000,0
4567890,Female,41,75000,0
9870321,Male,42,118000,1
1098765,Female,36,107000,1
8765430,Male,47,51000,0
5432789,Female,38,119000,1
3456789,Male,48,65000,0
6789012,Male,42,65000,0
8765098,Male,40,60000,1
9876540,Female,57,54000,0
6543210,Male,36,144000,1
8901236,Male,58,79000,0
5432901,Female,35,55000,0
8765438,Male,38,122000,1
2345670,Female,39,104000,1
5432987,Male,53,75000,0
9876542,Female,35,65000,0
7654328,Female,38,51000,1
8901237,Male,47,105000,1
9876549,Female,47,63000,0
5678901,Male,41,72000,1
2109875,Female,53,108000,1
8765439,Male,45,77000,0
9876548,Male,39,61000,0
8901235,Female,38,113000,1
5432108,Male,38,75000,0
8765431,Female,37,90000,1
1234567,Female,42,57000,0
9870321,Male,37,99000,1
1098765,Male,36,34000,1
